idx,question,pred,gold,score,em,rouge1,categories,use_cot,cot_type
1978,根据专利文本，本实用新型通过什么设计来提高密封在高温高压下的稳定性能？,整体密封环设计,整体密封环设计,1.0,1.0,1.0,['其他'],False,unknown
1979,根据文本信息，该自动螺丝供给机通过设置什么机构可以手动对螺丝供给机进行旋转？,传动机构,滑动机构,0.5625,0.0,0.75,['其他'],False,unknown
1980,在文件中第6页的图片中，编号为14的部件是什么？,环形凸条,环形凸条,1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown
1981,根据文件中第6页的图片，部件8位于哪个部件的内部？,部件9,支撑座1,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",False,unknown
1982,在文件中第6页的图片中，如果电机4开始转动，通过传动机构最终会带动哪个部件直接运动以夹持螺丝供给机2？,L形夹臂(10),L形夹臂10,0.8928571428571428,1.0,0.8571428571428571,"['部件识别', '指定页面']",False,unknown
1983,根据文件中第6页的图片，位于底座3下方的部件，从上到下的排列顺序是？,部件7、部件5、部件4,环形凸条14，支撑座1,0.06818181818181818,0.0,0.09090909090909091,"['位置关系', '指定页面']",False,unknown
1984,根据专利文本，本实用新型中哪个组件能够使污水与碱性中和液体进行搅拌中和？,传动组件,传动组件,1.0,1.0,1.0,['其他'],False,unknown
1985,根据专利文本，本实用新型中，哪个部件用于对污水进行过滤，使清洗的污水达到排放的要求？,过滤组件,过滤组件,1.0,1.0,1.0,"['部件识别', '功能作用']",False,unknown
1986,在文件中第6页的图片中，编号为54的部件相对于编号为51的部件的位置关系是？,位于下方,位于下方,1.0,1.0,1.0,"['位置关系', '部件识别', '指定页面']",False,unknown
1987,观察文件中第6页的图片，编号33的部件在整个设备中位于哪个部件的附近？,定位杆,第一斜齿轮,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
1988,根据文件中第6页的示意图，如果沉淀箱需要排水，污水会从哪个编号的部件排出？,7,7,1.0,1.0,1.0,['指定页面'],False,unknown
1989,根据专利文本，油气井电控柜的主要应用领域是什么？,油气井开采,油气井开采,1.0,1.0,1.0,['部件识别'],False,unknown
1990,根据文件中第6页的图片，哪个部件位于电控柜本体(1)的左侧下部？,部件(3),进气口(3),0.40909090909090906,0.0,0.5454545454545454,"['位置关系', '部件识别', '指定页面']",False,unknown
1991,根据文件中第6页的图片，哪个部件位于电控柜本体(1)的顶部？,把手(9),挂耳(9),0.44999999999999996,0.0,0.6,"['位置关系', '部件识别', '指定页面']",False,unknown
1992,基于文件中第6页的图片，如果需要更换第一过滤网(5)，需要旋出哪个部件才能进行更换？,外螺纹(11),进气口(3),0.23076923076923073,0.0,0.30769230769230765,"['部件识别', '指定页面']",False,unknown
1993,基于文件中第6页的图片，如果要通过吊装的方式移动电控柜本体(1)，应该使用哪个部件？,挂耳(9),挂耳(9),1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown
1994,根据专利描述，该装置通过什么方式提高气动执行器的工作稳定性？,提高气动执行器控制的可靠性,将电磁阀一和电磁阀二并联设置,0.0,0.0,0.0,['其他'],False,unknown
1995,在文件中第5页的示意图中，编号为30的部件相对于编号为20的部件的位置关系是？,位于20的右侧,位于编号20的部件的右侧,0.5526315789473684,0.0,0.7368421052631579,"['位置关系', '部件识别', '指定页面']",False,unknown
1996,在文件中第5页的示意图中，编号为50的部件相对于编号为40的部件的位置关系是？,位于右侧,位于编号40的部件的右侧,0.375,0.0,0.5,"['位置关系', '部件识别', '指定页面']",False,unknown
1997,在文件中第5页的示意图中，如果气体从气体过滤器(10)流出，经过三通快速接头(20)，则气体接下来最有可能流向哪个部件？,部件(30),电磁阀一(30)或电磁阀二(40),0.26086956521739135,0.0,0.3478260869565218,"['部件识别', '指定页面']",False,unknown
1998,在文件中第5页的示意图中，如果电磁阀一(30)发生故障，为了保证气动执行器(50)仍然可以工作，需要启动哪个部件？,电磁阀二(40),电磁阀二(40),1.0,1.0,1.0,"['部件识别', '功能作用', '指定页面']",False,unknown
1999,根据专利文本，盾尾刷钢丝组自动折弯机通过什么方式来触发折弯动作？,位于部件10的右侧,感应开关,0.0,0.0,0.0,['其他'],False,unknown
2000,在文件中第5页提供的图片中，编号为4的部件是什么？,导油槽,导油槽,1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown
2001,在文件中第5页提供的图片中，编号为2的部件是什么？,凹槽,凹槽,1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown
2002,在文件中第5页的图片中，导油槽（编号4）直接位于哪个部件的外侧？,密封圈本体(1),挡圈（编号3）,0.1,0.0,0.13333333333333333,"['部件识别', '指定页面']",False,unknown
2003,根据文件中第5页的图，如果润滑油要通过导油槽（编号4）进入缸体内壁，它需要穿过哪个部件？,部件1,挡圈（编号3）,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
2004,根据文件中第7页的图片，编号为7的部件相对于编号为6的部件的位置关系是？,位于上方,位于外侧,0.375,0.0,0.5,"['位置关系', '部件识别', '指定页面']",False,unknown
2005,根据文件中第7页的图片，调节电机(3)直接驱动哪个部件？,调节丝杆(5),调节丝杆(5),1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown
2006,根据专利文本，限位组件的主要作用是什么？,用于对料筒进行限位,用于对料筒在翻转时进行限位。,0.5869565217391305,0.0,0.782608695652174,"['部件识别', '功能作用']",False,unknown
2007,根据专利文本，在安装支撑架底座之前，需要在安装平面位置铺设什么材料，厚度是多少？,约50mm厚石粉层,石粉层，厚度约为50mm。,0.6136363636363635,0.0,0.8181818181818181,"['位置关系', '连接关系', '数量相关']",False,unknown
2008,在文件中第7页提供的图片中，编号42的部件相对于编号2的部件的位置关系是什么？,位于上方,位于编号2部件的正上方,0.4,0.0,0.5333333333333333,"['位置关系', '部件识别', '指定页面']",False,unknown
2009,在文件中第7页提供的图片中，哪个部件用于调整支撑架的垂直度？,斜垫铁(411),部件411,0.34615384615384615,0.0,0.4615384615384615,"['部件识别', '功能作用', '指定页面']",False,unknown
2010,根据文件中第7页的图片，如果支撑架的标准节依次安装，并且已经安装了编号41的部件，那么接下来应该安装哪个编号的部件？,42,部件42,0.5,0.0,0.6666666666666666,"['连接关系', '指定页面']",False,unknown
2011,在文件中第7页的图片中，支撑架43'和44'之间通过哪个部件与另一侧的支撑架连接？,部件6,部件6,1.0,1.0,1.0,"['位置关系', '部件识别', '连接关系', '指定页面']",False,unknown
2012,根据专利文本，新型链轨的塑料件由什么材料制成？,耐摩尼龙,耐摩尼龙,1.0,1.0,1.0,['其他'],False,unknown
2013,根据专利文本，本发明中，剑板是如何安装的？,剑板安装在回转体上,剑板独立地安装到犁链上，并且互不连接。,0.26785714285714285,0.0,0.35714285714285715,['连接关系'],False,unknown
2014,根据文件中第5页图3，部件8相对于部件7的位置关系是什么？,部件8位于部件7的下方,部件8位于部件7的下方。,0.9673913043478262,1.0,0.9565217391304348,"['位置关系', '部件识别', '指定页面']",False,unknown
2015,根据文件中第5页图3，部件5a位于哪个部件的下方？,部件10,部件8,0.4285714285714286,0.0,0.5714285714285715,"['位置关系', '部件识别', '指定页面']",False,unknown
2016,根据文件中第5页图3，如果部件6发生故障，最有可能直接影响哪个部件的正常运行？,部件7,部件5a,0.4285714285714286,0.0,0.5714285714285715,"['部件识别', '指定页面']",False,unknown
2017,根据文件中第5页图3，部件10与部件2a的主要连接方式是什么？,通过螺钉连接,部件10直接嵌入部件2a。,0.07894736842105263,0.0,0.10526315789473684,"['部件识别', '连接关系', '指定页面']",False,unknown
2018,在文件中第8页的图片中，编号为6的部件相对于滑动轴(3)的位置是什么？,位于滑动轴(3)的两侧,与滑动轴同轴，围绕滑动轴,0.19565217391304346,0.0,0.2608695652173913,"['位置关系', '部件识别', '指定页面']",False,unknown
2019,在文件中第8页提供的图片中，编号为2.1的部件位于哪个部件的下方？,部件2,连接轴(2),0.16666666666666666,0.0,0.2222222222222222,"['位置关系', '部件识别', '指定页面']",False,unknown
2020,根据文件中第8页的图片，如果需要调整驱动轴(4)的位置，可能需要调整哪个部件？,滑动轴(3),上轴承座(7.1),0.30000000000000004,0.0,0.4,"['位置关系', '部件识别', '指定页面']",False,unknown
2021,根据文件中第8页的图片，哪个部件直接连接了链轮(5)和上轴承支架(7)？,滑动轴(3),驱动轴(4),0.5,0.0,0.6666666666666666,"['部件识别', '连接关系', '指定页面']",False,unknown
2022,根据文本信息，本实用新型通过什么结构来限制中频炉的晃动？,转动套箍,转动套箍,1.0,1.0,1.0,['其他'],False,unknown
2023,在文件中第6页的图中，编号为2的部件相对于编号为1的部件的位置关系是？,位于下方,位于1的下方,0.6000000000000001,0.0,0.8,"['位置关系', '部件识别', '指定页面']",False,unknown
2024,在文件中第6页的图中，编号为3的部件相对于编号为2的部件的位置关系是？,在编号为2的部件的右侧,位于2的后侧,0.2647058823529411,0.0,0.3529411764705882,"['位置关系', '部件识别', '指定页面']",False,unknown
2025,观察文件中第6页的示意图，如果部件1需要倾斜，直接相连并提供倾斜动作的部件是哪个？,部件2,部件2,1.0,1.0,1.0,['指定页面'],False,unknown
2026,观察文件中第6页的示意图，如果需要调整部件1的高度，需要调整哪个部件的高度？,部件2,需要同时调整部件2和部件3,0.28125,0.0,0.375,"['部件识别', '指定页面']",False,unknown
2027,根据专利文本，本发明的核心目的是什么？,调节燃烧过程，使整个锅炉空间的燃烧过程合理进行,调节燃烧过程，以便在整个锅炉空间燃烧过程合理进行。,0.6562499999999999,0.0,0.8749999999999999,"['部件识别', '功能作用']",False,unknown
2028,在文件中第7页图1中，部件8相对于部件7的位置是什么？,在部件7的右侧,在右侧,0.44999999999999996,0.0,0.6,"['位置关系', '部件识别', '指定页面']",False,unknown
2029,根据文件中第7页图1，如果调节器12调整鼓风机7的流量以增加空气，同时保持鼓风机8流量不变，接下来可能发生什么?,减少鼓风机8的流量,闸门14会向右偏转，从而平衡燃烧器箱2两部分的压力。,0.04285714285714286,0.0,0.05714285714285715,['指定页面'],False,unknown
2030,根据文件中第7页图1，如果测量仪表9测得的含氧量高于测量仪表10，燃烧对称性调节器13会如何调整？,调节鼓风机7的转速,增加鼓风机8的流量，减少鼓风机7的流量。,0.25862068965517243,0.0,0.3448275862068966,['指定页面'],False,unknown
2031,在文件中第7页图1中，编号为14的部件位于最近的编号为多少的部件下方？,5,5,1.0,1.0,1.0,"['位置关系', '部件识别', '指定页面', '数量相关']",False,unknown
2032,根据专利文本，多面向激光清洗机构通过哪个部件切换激光束方向？,反射镜,反射镜,1.0,1.0,1.0,['部件识别'],False,unknown
2033,如果手轮(15)顺时针旋转，根据文件中第5页的示意图判断，阀瓣(9)的运动趋势以及可能发生的结果是？,阀瓣(9)向上运动，阀体(1)的流道被关闭,向下运动，截止阀组关闭,0.32812499999999994,0.0,0.43749999999999994,['指定页面'],False,unknown
2034,根据文件中第5页的示意图，如果需要调节流量，首先需要调节手轮(15)使阀瓣(9)脱离密封垫片，然后通过转动哪个部件进行辅助调节？,调节筒(10),螺杆(13),0.34615384615384615,0.0,0.4615384615384615,"['部件识别', '指定页面']",False,unknown
2035,在文件中第6页的图示2中，编号为21的部件相对于编号为1的部件的位置关系是？,位于下方,固定在下方,0.33333333333333337,0.0,0.4444444444444445,"['位置关系', '部件识别', '指定页面']",False,unknown
2036,在文件中第6页的图示2中，编号为3的部件相对于编号为1的部件的位置关系是？,位于下方,位于下方且居中,0.5454545454545454,0.0,0.7272727272727273,"['位置关系', '部件识别', '指定页面']",False,unknown
2037,在文件中第6页的图示2中，如果填缝驱动器（编号3）工作，驱动填缝块伸出，那么直线导向组件（编号2）中的哪个部件会首先与导向槽端部配合，以限制位移距离？,限位块(23),限位块（23）,0.7857142857142857,1.0,0.7142857142857143,"['部件识别', '连接关系', '指定页面']",False,unknown
2038,根据文件中第6页图示2，如果导向条（编号22）需要在导向槽内滑动，且需要限制导向条与导向槽的相对位移距离，那么起限制作用的部件是什么？,限位块(23),限位块（23）,0.7857142857142857,1.0,0.7142857142857143,"['部件识别', '功能作用', '指定页面']",False,unknown
2039,在文件中第6页的图片中，编号为11的部件是什么？,第一置物板,第一置物板,1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown
2040,在文件中第6页的图片中，编号为4的部件相对于编号为7的部件的位置关系是？,位于上方,编号为4的部件在编号为7的部件的左方,0.06818181818181818,0.0,0.0909090909090909,"['位置关系', '部件识别', '指定页面']",False,unknown
2041,在文件中第6页的图片中，如果需要移动烤炉，首先需要观察哪个部件是否固定？,定位螺栓,定位螺栓(5),0.5454545454545454,0.0,0.7272727272727273,"['部件识别', '连接关系', '指定页面']",False,unknown
2042,在文件中第6页的图片中，如果需要放置烘烤的物品，首先需要打开哪个部件？,炉盖,炉盖(2),0.4285714285714286,0.0,0.5714285714285715,"['部件识别', '指定页面']",False,unknown
2043,根据专利文本，压片在拆卸式弹性输送带链爪机构中的作用是什么？,压片用于压迫弹簧,压片可压迫弹簧，方便插置在小轴上的钩爪更换。,0.3,0.0,0.39999999999999997,"['部件识别', '功能作用']",False,unknown
2044,在文件中第8页图1中，编号为21的部件是什么？,弹簧,护套,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
2045,在文件中第8页图1中，部件10相对于部件22的位置关系是什么？,部件10位于部件22的下方,部件10在部件22的外侧,0.5399999999999999,0.0,0.7199999999999999,"['位置关系', '部件识别', '指定页面']",False,unknown
2046,基于文件中第8页图1，如果电路板(14)的位置需要升高，理论上需要调整哪个部件？,部件10,调整部件10，更换更长的钩爪,0.33333333333333337,0.0,0.4444444444444445,"['位置关系', '部件识别', '指定页面']",False,unknown
2047,基于文件中第8页图1，如果要提高输送链的稳定性，可以考虑如何改进？,增加导条,增加部件22的摩擦力,0.2142857142857143,0.0,0.28571428571428575,['指定页面'],False,unknown
2048,根据专利文本，本实用新型中，第一铜牌是如何设置的？,从内向外叠加设置的两层,从内向外叠加设置的两层,1.0,1.0,1.0,['其他'],False,unknown
2049,在文件中第6页的图中，编号为3的部件相对于编号为12的部件的位置关系是什么？,在12的上方,在上方,0.5,0.0,0.6666666666666666,"['位置关系', '部件识别', '指定页面']",False,unknown
2050,在文件中第6页的图中，编号为4的部件位于哪个组件的附近？,定位杆,第一电容器组件,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
2051,在文件中第6页的图中，如果需要连接第一电容器组件和母排，需要使用哪个部件？,第一铜牌,第一铜牌,1.0,1.0,1.0,"['部件识别', '连接关系', '指定页面']",False,unknown
2052,根据文件中第6页图示，编号为8的部件右方是什么部件？,翻转架,阻容吸收组件,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
2053,基于BIM技术的悬臂式双陶土板幕墙干挂施工方法旨在解决什么问题？,解决幕墙施工效率低和材料损耗高的问题,降低幕墙工程材料损耗，有效降低项目成本,0.3648648648648649,0.0,0.4864864864864865,['其他'],False,unknown
2054,在文件中第9页的幕墙施工流程图中，“安装立柱”这一步骤紧跟于哪个步骤之后？,安装支架,安装支架,1.0,1.0,1.0,"['连接关系', '指定页面']",False,unknown
2055,在文件中第9页的幕墙施工流程图中，“安装第二层陶土板”的上一步骤是什么？,固定第一层陶土板,固定第一层陶土板,1.0,1.0,1.0,"['部件识别', '连接关系', '指定页面']",False,unknown
2056,根据文件中第9页的流程图，完成“安装支架”后，接下来需要进行哪个步骤，之后再进行“安装横梁”？,安装立柱,安装立柱,1.0,1.0,1.0,"['连接关系', '指定页面']",False,unknown
2057,"根据文件中第9页的流程图,如果已经完成了“固定第一层陶土板”，并成功进行了“安装第二层陶土板”，那么后续需要进行的两个步骤是什么？",注胶、清理,先“注胶”，后“清理”,0.3750000000000001,0.0,0.5000000000000001,"['部件识别', '连接关系', '指定页面']",False,unknown
2058,根据专利描述，本实用新型的辅助装置包含哪些主要部件？,定滑轮、竖向支杆、水平横杆和斜拉杆,至少三个定滑轮、竖向支杆、水平横杆和斜拉杆。,0.6538461538461539,0.0,0.8717948717948718,['其他'],False,unknown
2059,根据专利文本，该深基坑水位控制系统的主要功能是什么？,自动控制抽水，以保持深基坑内水位稳定,自动监测水位并根据水位高低自动启动或停止水泵排水,0.17857142857142858,0.0,0.2380952380952381,"['部件识别', '功能作用']",False,unknown
2060,根据专利文本，水位检测装置包含哪些组件？,水位回路传感器、低水位传感器、高水位传感器和水泵控制电控箱,水位回路传感器、低水位传感器、高水位传感器和水泵控制电控箱,1.0,1.0,1.0,['其他'],False,unknown
2061,在文件中第6页的示意图中，编号为6的部件相对于编号为5的部件的位置是什么？,位于下方,在编号5的部件的右侧,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",False,unknown
2062,在文件中第6页的示意图中，编号为7的部件位于哪个部件的正上方？,部件1,建筑施工支护桩(1),0.11538461538461536,0.0,0.15384615384615383,"['位置关系', '部件识别', '指定页面']",False,unknown
2063,根据文件中第6页的示意图，如果水位到达高水位传感器(5)，接下来可能发生什么？,水位控制电控箱(7)控制排水水泵(6),水泵控制电控箱(7)启动排水水泵(6),0.631578947368421,0.0,0.8421052631578947,['指定页面'],False,unknown
2064,在文件中第6页的示意图中，驱动组件A通过齿条拨动齿轮与哪个部件直接连接，从而实现升降？,升降筒,水位控制升降筒(2),0.34615384615384615,0.0,0.4615384615384615,"['部件识别', '连接关系', '指定页面']",False,unknown
2065,根据专利文本，哪个部件与支撑板滑动连接，允许支撑板上下移动？,竖轴,竖轴,1.0,1.0,1.0,"['部件识别', '连接关系']",False,unknown
2066,根据专利文本，维保人员在维保结束后需要做什么操作？,插入录音笔并输入索引号,将录音笔插入到嵌入式维保跟踪系统，并输入索引号,0.4852941176470589,0.0,0.6470588235294118,['其他'],False,unknown
2067,在文件中第5页的系统原理结构框图中，编号为13的部件相对于编号为12的部件的位置关系是？,位于下方,在下方,0.4285714285714286,0.0,0.5714285714285715,"['位置关系', '部件识别', '工作原理', '指定页面']",False,unknown
2068,在文件中第5页的系统原理结构框图中，哪个部件与人机交互单元（14）连接？,微处理器(11),微处理器11,0.8928571428571428,1.0,0.8571428571428571,"['部件识别', '连接关系', '工作原理', '指定页面']",False,unknown
2069,根据文件中第5页的系统原理结构框图，如果网络摄像机（12）出现故障，哪个部件可能无法正常接收数据？,微处理器,微处理器,1.0,1.0,1.0,"['部件识别', '工作原理', '指定页面']",False,unknown
2070,在文件中第5页的系统原理结构框图中，如果人机交互单元(14)失效，且其他组件工作正常，哪个组件可以独立运行并完成数据记录？,网络摄像机(12)和(13),没有组件可以独立完成,0.0,0.0,0.0,"['工作原理', '指定页面']",False,unknown
2071,根据专利文本，在连接杆内部通槽内设置滤芯的主要目的是什么？,避免磁粉颗粒粘结在滤芯上,避免磁粉粘结对喷头造成堵塞,0.36000000000000004,0.0,0.48000000000000004,"['位置关系', '部件识别', '功能作用', '连接关系']",False,unknown
2072,根据专利文本，平板闸阀旨在解决什么问题？,解决平板闸阀不能全开全关、能耗高、输送能力差的问题,解决已有平板闸阀不能全开、全关倒位、能耗高，输送能力差的问题,0.6818181818181818,0.0,0.9090909090909091,['其他'],False,unknown
2073,在文件中第4页的示意图中，部件5相对于部件6的位置关系是？,部件5位于部件6的上方,部件5在部件6的上方,0.6428571428571429,0.0,0.8571428571428572,"['位置关系', '指定页面']",False,unknown
2074,在文件中第4页的示意图中，部件8位于哪个部件的正下方？,部件7,部件7,1.0,1.0,1.0,"['位置关系', '部件识别', '指定页面']",False,unknown
2075,在文件中第4页的示意图中，如果需要更换填料，首先需要移除哪个部件？,压盖(8),部件8,0.1875,0.0,0.25,"['部件识别', '指定页面']",False,unknown
2076,基于文件中第4页的示意图，如果要调整闸板5的位置，应该操作哪个部件？,阀杆(1),部件1,0.1875,0.0,0.25,"['位置关系', '部件识别', '指定页面']",False,unknown
2077,根据专利文本，该实用新型旨在解决哪个主要问题？,解决转轴填料易磨损、转轴易锈蚀的问题,解决阀的转轴填料易磨损，止推轴承易锈蚀的问题,0.6,0.0,0.7999999999999999,['其他'],False,unknown
2078,在文件中第6页的示意图中，部件11相对于部件7的位置关系是？,位于部件7的上方,部件11位于部件7的上方,0.6000000000000001,0.0,0.8,"['位置关系', '指定页面']",False,unknown
2079,在文件中第6页的示意图中，部件10在整体结构中的位置是？,位于部件9的下方,底部,0.15000000000000002,0.0,0.2,"['位置关系', '指定页面']",False,unknown
2080,假设文件中第6页的图示，阀板（13）需要紧贴阀座以实现密封，并且转轴（7）通过转臂（9）连接到阀板（13）。如果弹簧（11）推动转轴（7）上移，那么阀板（13）会发生什么情况？,阀板向上移动,阀板（13）会更紧密地贴合阀座,0.14285714285714282,0.0,0.19047619047619044,"['连接关系', '指定页面']",False,unknown
2081,根据文本信息，该卡盒机的主要用途是什么？,用于在液晶电视生产线上，对不同尺寸的液晶电视进行移动,用于移动和调节液晶电视的尺寸,0.41250000000000003,0.0,0.55,['部件识别'],False,unknown
2082,在文件中第8页的图片中，编号为11的部件相对于编号为9的部件的位置关系是？,位于右侧,位于下方,0.375,0.0,0.5,"['位置关系', '部件识别', '指定页面']",False,unknown
2083,根据文件中第8页的图片，编号为20的部件位于哪个部件的上方？,部件2,滑板,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",False,unknown
2084,参考文件中第8页的示意图，如果需要调整吸板(9)的位置，应该操作哪个部件？,调节机构(10),转柄(28),0.2142857142857143,0.0,0.28571428571428575,"['位置关系', '部件识别', '指定页面']",False,unknown
2085,根据文件中第8页的示意图，第二电机（20）通过锥齿轮组（21）与哪个部件相连？,第一电机(19),第一锥齿轮（22）,0.1764705882352941,0.0,0.23529411764705882,"['部件识别', '指定页面']",False,unknown
2086,根据专利文本，该圆形公章的主要目的是什么？,解决盖出来的印章上的字体出现偏的问题,解决印章字体出现偏差的问题,0.5806451612903225,0.0,0.7741935483870968,"['部件识别', '功能作用']",False,unknown
2087,在文件中第5页提供的图片中，编号2的部件是什么？,刻度线,刻度线,1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown
2088,在文件中第5页的图片中，编号2的部件相对于编号1的部件位于什么位置？,在下方,下方,0.6000000000000001,0.0,0.8,"['位置关系', '指定页面']",False,unknown
2089,根据文件中第5页的示意图，如果需要通过刻度线调整印章位置，应该观察哪个部件上的刻度？,部件1,编号2的部件,0.3333333333333333,0.0,0.4444444444444444,"['位置关系', '部件识别', '指定页面']",False,unknown
2090,根据文件中第5页的示意图，如果想要精确调整印章的左右位置，应该参考哪个部件?,刻度线(2),编号2的部件的刻度,0.30000000000000004,0.0,0.4,"['位置关系', '部件识别', '指定页面']",False,unknown
2091,根据文本信息，智能双面多工位砂光机的第一作者是？,定位杆,戴阳,0.0,0.0,0.0,['其他'],False,unknown
2092,在文件中第7页的示意图中，部件9相对于部件7的位置是什么？,在部件7的右侧,部件9位于部件7的右上方,0.39473684210526316,0.0,0.5263157894736842,"['位置关系', '部件识别', '指定页面']",False,unknown
2093,在文件中第7页的示意图中，部件15位于哪个部件的正上方且最近？,部件12,部件5,0.4285714285714286,0.0,0.5714285714285715,"['位置关系', '部件识别', '指定页面']",False,unknown
2094,根据文件中第7页的示意图，驱动电机(7)通过哪个部件直接驱动第一转轴(4)转动？,皮带(8),皮带(8),1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown
2095,在文件中第7页的示意图中，如果立杆(19)用于支撑机台的内部结构，那么立杆(19)的上端连接的是哪个部件？,机台(1)的内壁,机台内顶壁,0.46153846153846156,0.0,0.6153846153846154,"['位置关系', '部件识别', '功能作用', '连接关系', '指定页面']",False,unknown
2096,根据专利文本，哪个部件与气缸电性连接，用于检测压力？,压力传感器,压力传感器。,0.9318181818181818,1.0,0.9090909090909091,"['部件识别', '功能作用', '连接关系']",False,unknown
2097,在文件中第6页提供的装置图片中，压板(4)位于哪个部件的正上方？,压杆(6),移动板(7)。,0.25,0.0,0.3333333333333333,"['位置关系', '部件识别', '指定页面']",False,unknown
2098,在文件中第6页提供的装置图片中，收卷辊(3)相对于转轴(2)的位置关系是什么？,收卷辊(3)位于转轴(2)的下方,收卷辊(3)固定连接在转轴(2)的一端。,0.4999999999999999,0.0,0.6666666666666665,"['位置关系', '部件识别', '指定页面']",False,unknown
2099,根据文件中第6页的图片和文本，若输料台(5)上有物料，气缸(6)推动移动板(7)上升，压板(4)会执行什么动作？,压板(4)会向下压紧物料,将标签贴到物料上。,0.14285714285714288,0.0,0.1904761904761905,['指定页面'],False,unknown
2100,根据专利文本，该工业管道焊缝检测装置的主要用途是什么？,用于检测工业管道焊缝,用于检测工业管道的焊缝,0.7142857142857142,0.0,0.9523809523809523,['部件识别'],False,unknown
2101,根据文件中第6页的图片，编号为7的第一安装座位于哪个部件的附近？,第二安装座,振镜（3）,0.0,0.0,0.0,"['部件识别', '连接关系', '指定页面']",False,unknown
2102,根据文件中第6页的示意图，如果需要调整激光束的方向，应该调节哪个部件，该部件与哪个部件直接相连？,部件4,振镜（3），聚焦立轴（4）,0.09375,0.0,0.125,"['部件识别', '指定页面']",False,unknown
2103,在文件中第6页的图中，如果需要通过电缆为激光枪头提供能源，应该连接哪个部件，该部件位于激光枪头的哪一端？,电缆输入接口11位于激光枪头的后端,电缆输入接口（11），远离聚焦立轴（4）的一端,0.375,0.0,0.5,"['部件识别', '连接关系', '指定页面']",False,unknown
2104,根据专利文本，钢水罐、铁水罐耳轴过盈热装工艺的主要目的是什么？,消除耳轴焊接缺陷造成的安全隐患,消除耳轴焊接缺陷造成的安全隐患。,0.9758064516129032,1.0,0.967741935483871,"['部件识别', '功能作用']",False,unknown
2105,根据专利文本，传统的耳轴与耳轴支座的连接方式是什么？,焊接,焊接连接,0.5,0.0,0.6666666666666666,"['部件识别', '连接关系']",False,unknown
2106,在文件中第5页的示意图中，部件4相对于部件5的位置关系是？,部件4位于部件5的上方,部件4位于部件5的内部,0.6136363636363636,0.0,0.8181818181818182,"['位置关系', '指定页面']",False,unknown
2107,在文件中第5页的示意图中，部件1的吊挂孔位于挂勾臂的什么位置？,位于挂勾臂的上部,上部,0.30000000000000004,0.0,0.4,"['位置关系', '指定页面']",False,unknown
2108,在文件中第5页的示意图中，如果起重机吊钩连接到部件1，那么哪个部件会直接与耳轴支座轴孔壁圆环形凹台的上端面接触？,部件3,部件3,1.0,1.0,1.0,"['部件识别', '连接关系', '指定页面']",False,unknown
2109,基于文件中第5页的示意图，如果部件5是耳轴支座，部件4是挂钩，那么哪个部件直接连接到挂钩上，并与耳轴支座的轴孔壁圆环形凹台配合？,部件3,部件3,1.0,1.0,1.0,"['部件识别', '连接关系', '指定页面']",False,unknown
2110,根据文本信息，该中大型设备转运装置的主要目的是什么？,解决设备移动时的定位问题,提高设备转运的效率和稳定性，减少人工调整设备方位的时间和精力。,0.20930232558139533,0.0,0.27906976744186046,"['部件识别', '功能作用']",False,unknown
2111,根据专利描述，哪个部件用于托住小车？,旋转架,自润滑钢轮,0.0,0.0,0.0,"['部件识别', '功能作用']",False,unknown
2112,在文件中第5页的图中，编号为11的部件相对于编号为3的部件的位置是什么？,在编号为3的部件的上方,位于上方,0.2,0.0,0.26666666666666666,"['位置关系', '部件识别', '指定页面']",False,unknown
2113,在文件中第5页的图中，编号为5的部件相对于编号为7的部件的位置是什么？,位于部件7的左侧,位于左侧,0.5,0.0,0.6666666666666666,"['位置关系', '部件识别', '指定页面']",False,unknown
2114,根据文件中第5页的示意图，驱动电机 (2) 通过哪个部件直接驱动旋转轴 (4)？,传动机构(3),主动带轮 (5)和从动带轮 (6),0.20454545454545459,0.0,0.27272727272727276,"['部件识别', '指定页面']",False,unknown
2115,根据文件中第5页的示意图，如果小车驱动电机 (11) 出现故障，哪个部件会直接停止运动？,小车驱动轴 (16),小车主动轴 (12),0.5833333333333334,0.0,0.7777777777777778,"['部件识别', '指定页面']",False,unknown
2116,根据文本信息，哪个组件用于检测水箱内的水的温度？,温度检测组件,温度检测组件(6),0.6000000000000001,0.0,0.8,['功能作用'],False,unknown
