idx,question,pred,gold,score,em,rouge1,categories,use_cot,cot_type
282,在文件中第7页的图中，编号为92的部件是什么？,进料口,出料口,0.5,0.0,0.6666666666666666,"['部件识别', '指定页面']",False,unknown
283,在文件中第7页的图中，哪个部件位于导流管的下端？,导流管的下端位于换热器的下部,排液阀,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
284,基于文件中第7页的图示，如果需要监控干燥仓内的压力，应该参考哪个编号的部件？,部件11,11,0.5,0.0,0.6666666666666666,['指定页面'],False,unknown
285,在文件中第7页的图示中，气体经过管式气体加热装置后，首先进入哪个部件？,部件1,进气阀,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
286,在本实用新型中，哪个部件负责对输送带进行清理？,滚筒毛刷,滚筒毛刷(14),0.5,0.0,0.6666666666666666,['部件识别'],False,unknown
287,在文件中第5页的示意图中，编号为21的部件相对于编号为4的部件的位置关系是什么？,位于右侧,位于4的右侧,0.6000000000000001,0.0,0.8,"['位置关系', '部件识别', '指定页面']",False,unknown
288,在文件中第5页的示意图中，编号为15的部件相对于编号为3的部件的位置关系是什么？,位于上方,15与3直接连接,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",False,unknown
289,根据文件中第5页的示意图，如果电机(8)出现故障停止工作，哪个部件会直接停止转动？,部件(1),第二转动杆(4),0.23076923076923078,0.0,0.3076923076923077,"['部件识别', '指定页面']",False,unknown
290,在文件中第5页的示意图中，输送菜品的过程中，输送带(7)除了可以输送菜品，还可以间接驱动哪个部件工作？,驱动转盘(1),滚筒毛刷(14),0.3,0.0,0.39999999999999997,"['部件识别', '工作原理', '指定页面']",False,unknown
291,根据专利文本，该燃油箱用焊接机如何提高板材焊接的准确性？,提高焊接的准确性,通过第一滑块、第二滑块和第四滑块的滑动来调整板材位置，以及压板和夹板固定板材,0.03260869565217391,0.0,0.043478260869565216,['其他'],False,unknown
292,根据专利描述，该自动调节装置的主要用途是什么？,用于生产线的自动调节装置,用于在生产线上自动调整不同型号汽车前后桥的间距,0.3857142857142858,0.0,0.5142857142857143,['部件识别'],False,unknown
293,在文件中第5页的图中，编号为2的部件相对于编号为1的部件的位置关系是？,位于右侧,位于编号为1的部件的侧面,0.28125,0.0,0.375,"['位置关系', '部件识别', '指定页面']",False,unknown
294,在文件中第5页的图中，编号为6的部件相对于编号为5的部件的位置关系是？,位于右侧,位于编号为5的部件右侧,0.4,0.0,0.5333333333333333,"['位置关系', '部件识别', '指定页面']",False,unknown
295,根据文件中第5页图示，如果需要升高可调台面，升降架（编号8）上方的部件会发生什么变化？,向上移动,伸缩式罩壳(编号7)会伸长,0.0,0.0,0.0,"['位置关系', '指定页面']",False,unknown
296,根据文件中第5页图示，若要调整两台车之间的距离，哪个部件的伸缩会直接影响距离的变化？,部件5,电动推杆（编号5）,0.125,0.0,0.16666666666666666,"['位置关系', '部件识别', '指定页面']",False,unknown
297,根据专利文本，如果检测信号值在1-5伏之间，回路信号安全检测器会如何提示？,语音提示,回路输入信号正常,0.0,0.0,0.0,['位置关系'],False,unknown
298,在文件中第6页的电路结构示意图中，AD775转换器的位置是什么？,位于AT89C55的左侧,在量程切换电路和AT89C55之间,0.3620689655172414,0.0,0.4827586206896552,"['位置关系', '部件识别', '指定页面']",False,unknown
299,在文件中第6页的电路结构示意图中，哪个部件直接连接到语音芯片？,AT89C55,AT89C55,1.0,1.0,1.0,"['部件识别', '连接关系', '指定页面']",False,unknown
300,根据文件中第6页的电路结构示意图，若功能选择电路选择了阻抗/电压转换器，信号传递的下一个环节是什么？,阻抗/电压转换器,量程切换电路,0.2142857142857143,0.0,0.28571428571428575,"['部件识别', '功能作用', '指定页面']",False,unknown
301,在文件中第6页的电路结构示意图中，如果信号从量程切换电路输出，经过AD775转换器，最终信号会传递到哪个部件进行处理？,AT89C55,AT89C55,1.0,1.0,1.0,"['部件识别', '指定页面']",False,unknown
302,根据专利描述，现有锅炉模拟机存在的主要缺陷是什么？,专利中未提及现有技术的缺陷,仅以锅炉本体为中心进行培训，缺乏系统性,0.09375,0.0,0.125,['部件识别'],False,unknown
303,在文件中第5页的示意图中，编号为3的部件相对于编号为1的部件的位置是什么？,位于左侧,位于左侧,1.0,1.0,1.0,"['位置关系', '部件识别', '指定页面']",False,unknown
304,在文件中第5页的示意图中，如果烟气排放系统（6）出现故障，最有可能直接影响哪个系统的运行？,控制系统（7）,余热回收系统（7）,0.4687500000000001,0.0,0.6250000000000001,['指定页面'],False,unknown
305,在文件中第5页的示意图中，送风系统(4)，燃烧系统(3)与哪个组件直接相连？,控制中心(1),锅炉本体(1),0.3214285714285714,0.0,0.42857142857142855,['指定页面'],False,unknown
306,根据专利文本，伸缩机构的作用是什么？,连接电机和刷盘,适应外立面的凹凸程度，保持刷盘紧贴外立面,0.11111111111111113,0.0,0.14814814814814817,"['部件识别', '功能作用']",False,unknown
307,根据专利文本，限位机构的最右端与哪个部件的最右端对齐？,刷盘,刷盘,1.0,1.0,1.0,['部件识别'],False,unknown
308,在文件中第6页的图中，部件7（电机）相对于部件8（刷盘）的位置是什么？,位于部件8的右侧,在左侧,0.13636363636363635,0.0,0.18181818181818182,"['位置关系', '部件识别', '指定页面']",False,unknown
309,根据文件中第6页的图片，哪个部件位于部件15（限位板）的正上方？,部件13,立柱(3),0.16666666666666669,0.0,0.22222222222222224,"['位置关系', '部件识别', '指定页面']",False,unknown
310,在文件中第6页的示意图中，如果液压升降机(14)向上抬升，立柱(3)和滑轨(4)的位置会发生什么变化？,立柱(3)和滑轨(4)向上移动,立柱(3)和滑轨(4)会一起向上移动,0.6818181818181818,0.0,0.9090909090909091,"['位置关系', '指定页面']",False,unknown
311,根据文件中第6页的示意图，如果需要调整刷盘(8)的高度，首先需要操作哪个部件？,部件(17),液压升降机(14),0.30000000000000004,0.0,0.4,"['部件识别', '指定页面']",False,unknown
312,在文件中第11页的3T3R机器人结构示意图中，编号为5的部件相对于编号为4的部件的位置关系是？,位于4的右侧,位于其外侧并连接,0.3214285714285714,0.0,0.42857142857142855,"['位置关系', '部件识别', '指定页面']",False,unknown
313,在文件中第11页的3T3R机器人结构示意图中，编号为2的部件相对于编号为1的部件的位置关系是？,位于上方,位于其上方并支撑,0.5,0.0,0.6666666666666666,"['位置关系', '部件识别', '指定页面']",False,unknown
314,根据文件中第11页的3T3R机器人结构示意图，如果需要调整打磨工具或工件8的空间姿态，需要调整哪些转动轴系？,转动轴系4、5、6,调整第一转动轴系5、第二转动轴系6和第三转动轴系7,0.3088235294117647,0.0,0.4117647058823529,['指定页面'],False,unknown
315,根据文件中第11页的3T3R机器人结构示意图，若要实现对不同高度工件的加工，主要通过调整哪个/哪些直线轴系来实现？,轴系2和轴系3,通过调整第一直线轴系2、第二直线轴系3和第三直线轴系4的组合来实现,0.26249999999999996,0.0,0.35,['指定页面'],False,unknown
316,根据专利文本，溢流槽的主要作用是什么？,用于分离碳氢和水液,用于分离碳氢和水。,0.6666666666666666,0.0,0.8888888888888888,"['部件识别', '功能作用']",False,unknown
317,根据专利文本，如果冷凝液体进入蒸馏缓冲罐时混有水，会产生什么影响？,会降低碳氢清洗效果,会引起碳氢酸化，影响碳氢清洗效果。,0.40384615384615385,0.0,0.5384615384615384,['其他'],False,unknown
318,在文件中第5页的示意图中，出油管（4）位于哪个部件的下方且与该部件直接相连？,油箱(1),真空缓冲罐（1）,0.11538461538461539,0.0,0.15384615384615385,"['位置关系', '部件识别', '指定页面']",False,unknown
319,在文件中第5页的示意图中，哪个部件位于真空缓冲罐（1）的顶部？,部件5和部件7,蒸馏入管（5）和负压罐（7）,0.21428571428571427,0.0,0.2857142857142857,"['位置关系', '部件识别', '指定页面']",False,unknown
320,根据文件中第5页的示意图，如果碳氢和水的混合物通过负压罐（7）进入真空缓冲罐（1），下一步会经过哪个部件？,部件2,蒸馏出管（6）,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
321,根据文件中第5页的示意图，蒸馏入管（5）底端的位置与哪个部件相关？,蒸馏出管(2),位于溢流槽（2）的上方,0.08333333333333333,0.0,0.1111111111111111,"['位置关系', '部件识别', '指定页面']",False,unknown
322,根据专利文本，挡风片在进风道内的作用是什么？,用于调节出风的方向和风量,改变出风方向,0.3333333333333333,0.0,0.4444444444444444,"['部件识别', '功能作用']",False,unknown
323,在文件中第6页的示意图中，编号7的部件是什么？,支撑杆,伸缩杆,0.25,0.0,0.3333333333333333,"['部件识别', '指定页面']",False,unknown
324,在文件中第6页的示意图中，编号11的部件相对于编号10的部件的位置是什么？,位于上方,位于其内部,0.33333333333333337,0.0,0.4444444444444445,"['位置关系', '部件识别', '指定页面']",False,unknown
325,如果物料经过文件中第6页的滚筒后，需要进行分流，那么它将被推到哪个部件？,部件10,分流盒(9),0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
326,根据文件中第6页的示意图，哪个部件直接支撑电机(6)？,部件5,支撑杆(5),0.16666666666666666,0.0,0.2222222222222222,"['部件识别', '指定页面']",False,unknown
327,根据文本信息，波峰焊机铝轨的设计主要目的是什么？,保护链条，延长使用寿命,保护输送链，延长其使用寿命。,0.6000000000000001,0.0,0.8,"['部件识别', '功能作用']",False,unknown
328,根据专利文本，哪个部件用于在夹持线路板时防止与铝轨直接摩擦？,链爪导轨,链爪导轨。,0.9166666666666667,1.0,0.888888888888889,"['部件识别', '功能作用']",False,unknown
329,在文件中第5页的图片中，编号为5的部件是什么？,定位销,链爪导轨,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
330,在文件中第5页提供的图片中，编号为6的部件相对于编号为7的部件的位置是什么？,位于左侧,在左侧,0.4285714285714286,0.0,0.5714285714285715,"['位置关系', '部件识别', '指定页面']",False,unknown
331,根据文件中第5页的示意图，如果想要调整链爪4的位置，需要先调整哪个部件？,部件3,连接螺丝3,0.1875,0.0,0.25,"['位置关系', '部件识别', '指定页面']",False,unknown
332,在文件中第5页的示意图中，哪个部件直接固定在输送链铝轨1上，并且其内部包含了套筒滚子链2？,部件3,承重链通道9,0.0,0.0,0.0,"['位置关系', '部件识别', '连接关系', '指定页面']",False,unknown
333,根据文本信息，本发明目的是什么？,解决焊接时因热变形导致的液体性能降低问题,提供不使流体性能降低就可以减少热变形的离心压缩机等的焊接槽密封结构及其焊接方法。,0.275,0.0,0.3666666666666667,"['部件识别', '功能作用']",False,unknown
334,根据专利文本，全自动送料装置包含哪两个主要组件？,支撑组件和输送组件,支撑组件和输送组件,1.0,1.0,1.0,['其他'],False,unknown
335,三面水帘喷油柜的主要功能是什么？,将喷漆过程中多余的漆雾吸至水帘板下,用于水洗喷油，过滤多余漆雾,0.35,0.0,0.4666666666666667,"['部件识别', '功能作用']",False,unknown
336,三面水帘喷油柜中，哪个部件负责将捞渣池内经过过滤的水抽至溢水槽内？,水泵,水泵,1.0,1.0,1.0,['部件识别'],False,unknown
337,在文件中第5页的示意图中，部件005相对于部件006的位置关系是？,部件005位于部件006的下方,部件005位于部件006的左侧,0.65,0.0,0.8666666666666667,"['位置关系', '指定页面']",False,unknown
338,在文件中第5页的示意图中，哪个部件在垂直方向上更高？,上方,部件006,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
339,根据文件中第5页的示意图，如果需要对单层水帘板进行冲洗，需要哪个部件进行辅助？,005,二次洒水装置,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
340,在文件中第7页提供的图片中，编号为12的部件是什么？,转轴,顶升固定座,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
341,在文件中第7页提供的图片中，编号为5的部件是什么？,支撑架,位移板,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
342,根据文件中第7页的图片，如果编号6的位移驱动器向右移动，会直接影响哪个部件的运动？,滑动导轨(4),编号5的位移板,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
343,根据专利描述，本发明旨在解决什么问题？,实现流量计在河道横截面上任一点位置的定位,提高流量计的测量精度和定位能力,0.2571428571428571,0.0,0.34285714285714286,['其他'],False,unknown
344,根据专利文本，本实用新型的穿墙、穿梁套管的主要目的是为了解决什么问题？,解决套管过短的问题,解决套管因混凝土浇灌或抹灰而过短的问题,0.4821428571428572,0.0,0.6428571428571429,['功能作用'],False,unknown
345,在文件中第4页提供的图片中，编号为2的部件相对于编号为1的部件的位置关系是？,位于两侧,位于编号1部件的两端,0.3214285714285714,0.0,0.4285714285714285,"['位置关系', '部件识别', '指定页面']",False,unknown
346,根据文件中第4页提供的图片，磨削口11位于哪个部件上？,磨削件1,母管,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
347,根据文件中第4页的示意图，如果需要延长套管的长度，应该如何操作？,将多个套管首尾相连,将子管2套接于母管1的两端,0.20454545454545459,0.0,0.27272727272727276,['指定页面'],False,unknown
348,根据文件中第4页的示意图，哪个部件与母管1的套接可以更稳固？,部件2,子管2,0.25,0.0,0.3333333333333333,"['部件识别', '指定页面']",False,unknown
349,根据专利文本，该涂装设备线体卡料自动判断系统的主要功能是什么？,实现对多种产品运输并防止物料卡顿,自动判断线体卡料并报警,0.16666666666666666,0.0,0.2222222222222222,"['部件识别', '功能作用']",False,unknown
350,在文件中第7页的图片中，部件“传送链一”的编号是多少？,部件22位于部件23的左侧,3,0.10714285714285715,0.0,0.14285714285714288,"['指定页面', '数量相关']",False,unknown
351,在文件中第7页提供的图片中，哪个部件位于托盘(19)的正下方？,部件(12),传送链一(3)和传送链二(4),0.14285714285714282,0.0,0.19047619047619044,"['位置关系', '部件识别', '指定页面']",False,unknown
352,从文件中第7页的图示看，如果需要调节线体支架的宽度，需要操作哪个或哪些部件？,部件13,操作第一双向电动推杆(12)和第二双向电动推杆(13),0.0967741935483871,0.0,0.12903225806451613,['指定页面'],False,unknown
353,根据专利文本，小流量液体分配器的主要作用是什么？,利用流体介质本身的压差进行分流,对流体介质进行分流，代替分流马达，并且均匀分配流体介质,0.2857142857142857,0.0,0.38095238095238093,"['部件识别', '功能作用']",False,unknown
354,根据专利文本，哪个部件能够直接显示沥青的温度？,显示屏,显示屏,1.0,1.0,1.0,['部件识别'],False,unknown
355,在文件中第5页的装置示意图中，编号为7的部件位于哪个部件的中心？,部件2,固定支架,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
356,根据文件中第5页的示意图，如果一级轨道3需要连接到二级轨道22，那么需要的中间过渡是?,一级轨道连接件2,需要转动转动盘1,0.0,0.0,0.0,"['连接关系', '指定页面']",False,unknown
357,参考文件中第6页的图片，编号为4的部件在图片中的位置是什么？,位于部件10的下方,位于爪旋体的两侧,0.2647058823529412,0.0,0.35294117647058826,"['位置关系', '部件识别', '指定页面']",False,unknown
358,根据文件中第6页的示意图，如果气源通过调气接头（3）进入，推动齿条（5）横向移动，齿条（5）移动会直接影响哪个部件的运动？,齿轮（6）,爪旋齿轮（6）,0.625,0.0,0.8333333333333333,"['部件识别', '指定页面']",False,unknown
359,根据文件中第6页的示意图，哪个部件直接与齿条（5）上的齿槽（8）啮合？,部件10,爪旋齿轮（6）,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
360,根据文件中第8页提供的图片，料槽(2)相对于机架(1)的位置是？,位于机架(1)的右侧,位于机架右侧,0.5624999999999999,0.0,0.7499999999999999,"['位置关系', '指定页面']",False,unknown
361,根据文件中第8页提供的图片，机架(1)位于料槽(2)的哪个方向？,左侧,左侧,1.0,1.0,1.0,['指定页面'],False,unknown
362,基于文件中第8页的图片信息，如果要将导管从料槽(2)输送到机架(1)处，需要进行的动作是什么？,从料槽(2)处向左移动,使用某种装置，将导管从料槽(2)横向移动到机架(1)处,0.39473684210526316,0.0,0.5263157894736842,"['部件识别', '指定页面']",False,unknown
363,根据专利文本，该消防通道的主要设计目的是什么？,便于消防部队携带水管快速进入不同楼层,避开将消防通道设置于建筑住户楼层内部，便于快速疏散和消防,0.29347826086956524,0.0,0.391304347826087,"['部件识别', '功能作用']",False,unknown
364,根据专利文本，为了增强螺旋通道的稳固性，支撑安装梁之间还设置了什么结构？,圆柱大梁,圆柱大梁,1.0,1.0,1.0,"['位置关系', '功能作用', '连接关系']",False,unknown
365,在文件中第6页提供的图片中，编号为9的部件是什么？,升降机,消防栓安置座,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
366,在文件中第6页提供的图片中，编号为5的部件是什么？,支撑杆,防护栏,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
367,根据文件中第6页的示意图，若要从住户楼层（1）进入螺旋通道（10），需要依次经过哪些部件？,门（2）、门框（3）、门框（4）、门框（5）、门框（6）、门框（7）、门框（8）、门框（9）,阳台窗（4）→ 走廊平台（7）→ 前进廊（8）,0.20149253731343283,0.0,0.26865671641791045,['指定页面'],False,unknown
368,根据文件中第6页的示意图，支撑安装梁（11）围绕的中心部件是什么？,支撑安装柱(12),圆柱大梁（12）,0.2647058823529412,0.0,0.35294117647058826,"['部件识别', '连接关系', '指定页面']",False,unknown
369,根据专利文本，在过滤器检测系统中，如何检测气膜与过滤器本体连接处的密封性？,观察气膜是否与过滤器本体紧密贴合,通过比对通液管路在通路和断路状态下采集的气膜图像,0.11249999999999999,0.0,0.15,['连接关系'],False,unknown
370,在文件中第4页的示意图中，编号为3的部件位于哪个部件的上方？,部件1,上石墨板,0.0,0.0,0.0,"['位置关系', '部件识别', '指定页面']",False,unknown
371,在文件中第4页的示意图中，编号为5的部件相对于编号为2的部件的位置关系是？,位于上方,位于左上方,0.6666666666666667,0.0,0.888888888888889,"['位置关系', '部件识别', '指定页面']",False,unknown
372,根据文件中第4页的示意图，如果上石墨板正常工作，那么其上方直接接触的部件是什么？,上金属板,上铜板,0.4285714285714286,0.0,0.5714285714285715,"['位置关系', '部件识别', '连接关系', '指定页面']",False,unknown
373,根据文件中第4页的示意图推断，为了保证结晶器结构的稳定，左石墨板和右石墨板通常与哪个部件直接相连？,左、右石墨板(1、2)与上、下石墨板(3、4)直接相连,上石墨板和下石墨板,0.3333333333333333,0.0,0.4444444444444444,"['部件识别', '功能作用', '指定页面']",False,unknown
374,根据专利文本，减震垫(101)的上方固定安装有什么部件？,第一电动伸缩杆(2),第一电动伸缩杆(2),1.0,1.0,1.0,"['位置关系', '部件识别', '连接关系']",False,unknown
375,根据文本信息，为了克服地下水浮力对沉井造成的影响，现有技术通常采用什么方法？,在沉井井壁上设置抗浮桩,将沉井管片做厚并做重,0.14285714285714288,0.0,0.1904761904761905,['功能作用'],False,unknown
376,在文件中第7页的图中，编号13指的是什么部件？,连接件,抗浮桩孔,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
377,在文件中第7页的图中，编号211的部件位于哪个更大的部件上？,部件21,管套,0.0,0.0,0.0,['指定页面'],False,unknown
378,在文件中第7页的图中，如果先安装了编号21的部件，接下来应该如何操作？,部件1,向管套21中灌注混凝土,0.10714285714285715,0.0,0.14285714285714288,"['连接关系', '指定页面']",False,unknown
379,根据文件中第7页的示意图，公止口11和母止口12相互配合，它们的相对位置关系是什么？,位于上方,母止口12包裹公止口11,0.0,0.0,0.0,"['位置关系', '部件识别', '连接关系', '指定页面']",False,unknown
380,根据文本信息，该附着点式收尘装置的主要目的是什么？,降低能耗并简化结构,有效解决水泥转运过程中的扬尘问题,0.0,0.0,0.0,"['部件识别', '功能作用']",False,unknown
381,根据专利描述，与同类除尘系统相比，该装置的运行电耗可降低的范围是多少？,5%~7%,20%-60%,0.25,0.0,0.3333333333333333,['数量相关'],False,unknown
382,在文件中第7页的示意图中，编号为9的部件相对于编号为3的部件的位置关系是什么？,位于编号为3的部件的右侧,位于3的右下方,0.39473684210526316,0.0,0.5263157894736842,"['位置关系', '部件识别', '指定页面']",False,unknown
383,在文件中第7页的示意图中，编号为11的部件相对于编号为9的部件的位置关系是什么？,位于右侧,位于9的右下方,0.40909090909090906,0.0,0.5454545454545454,"['位置关系', '部件识别', '指定页面']",False,unknown
384,根据文件中第7页的示意图，物料从包装机传送带（1）开始，依次经过哪些部件到达整包传送带（12）？,包装机传送带（1）→包装机（2）→第一传送带（8）→第二传送带（9）→第三传送带（10）→第四传送带（11）→整包传送带（12）,进料输送带（2），顺包传送带（9），转包传送带（10），码包传送带（11）,0.41584158415841577,0.0,0.5544554455445544,['指定页面'],False,unknown
385,根据文件中第7页的示意图，灰斗（20）通过哪个部件与各个收尘点连接，从而收集灰尘？,管道(1),输送主管（19）,0.23076923076923078,0.0,0.3076923076923077,"['部件识别', '连接关系', '指定页面']",False,unknown
386,根据专利文本，空压机变频控制节能柜系统的核心控制部件是什么？,控制柜,控制柜,1.0,1.0,1.0,['部件识别'],False,unknown
387,根据文本信息，餐厨垃圾处理器的工作箱上表面盖装有什么部件？,移动板,移动板,1.0,1.0,1.0,['部件识别'],False,unknown
388,在文件中第7页提供的图片中，编号为14的部件是什么？,搅拌桨,连接板,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
389,在文件中第7页提供的图片中，哪个部件位于工作箱（1）的底部？,支撑腿(19),输出管（15）,0.10714285714285714,0.0,0.14285714285714285,"['位置关系', '部件识别', '指定页面']",False,unknown
390,观察文件中第7页的图片，液压缸（13）通过连接板（14）与哪个部件相连？,搅拌轴(17),移动板（2）,0.0,0.0,0.0,"['部件识别', '连接关系', '指定页面']",False,unknown
391,根据文件中第7页的图片，如果餐厨垃圾从输入框（16）进入，经过处理后，固体垃圾会被过滤板（未在图中直接标出）收集，那么液体垃圾最有可能从哪个部件排出？,滤网,输出管（15）,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
392,根据专利文本，该节能环保型锅炉采用三炉胆设计的优势是什么？,提高热效率，降低耗煤量和运行成本,使热量相互作用、相互隔热保温，并可根据需要选择烧一胆、二胆或三胆,0.09375,0.0,0.125,['部件识别'],False,unknown
393,在文件中第5页的示意图中，部件4相对于部件5的位置关系是什么？,部件4位于部件5的左侧,部件4在部件5的左侧,0.6428571428571429,0.0,0.8571428571428572,"['位置关系', '部件识别', '指定页面']",False,unknown
394,在文件中第5页的示意图中，哪个部件直接位于水冷炉排（部件7）的上方？,部件6,一胆（部件4）,0.30000000000000004,0.0,0.4,"['位置关系', '部件识别', '指定页面']",False,unknown
395,根据文件中第5页的示意图，如果需要对锅炉进行保温处理，除了用部件11，还需要在炉胆的哪个地方做保温处理？,部件3,部件2，炉体,0.3333333333333333,0.0,0.4444444444444444,['指定页面'],False,unknown
396,根据文件中第5页的示意图，如果需要排放锅炉底部的污水，应该操作哪个部件？,部件9(驱动电机),部件9，排污管座,0.2647058823529412,0.0,0.35294117647058826,"['位置关系', '部件识别', '指定页面']",False,unknown
397,根据专利文本，该减震平台的主要应用场景是什么？,减震垫,高层酒店的装修设计,0.0,0.0,0.0,['部件识别'],False,unknown
398,在文件中第5页的图中，部件9位于哪个部件的正上方？,部件2,部件2,1.0,1.0,1.0,"['位置关系', '部件识别', '指定页面']",False,unknown
399,在文件中第5页的图中，部件10位于哪个部件的正下方？,部件2,部件5,0.5,0.0,0.6666666666666666,"['位置关系', '部件识别', '指定页面']",False,unknown
400,根据文件中第5页图示，部件6和部件7哪个是支撑台?,部件6,部件7,0.5,0.0,0.6666666666666666,['指定页面'],False,unknown
401,根据专利文本，医用耗材装配检测组件的核心功能是什么？,检测物料是否正确组装,检测医用耗材各个物料是否正确组装。,0.5555555555555556,0.0,0.7407407407407407,"['部件识别', '功能作用']",False,unknown
402,根据文件中第8页的图片，检测部(410)相对于配合部(430)的位置关系是？,位于配合部(430)的上方,检测部(410)位于配合部(430)的上方。,0.5571428571428572,0.0,0.7428571428571429,"['位置关系', '连接关系', '指定页面']",False,unknown
403,根据文件中第8页的图片，活动孔(221)位于哪个部件上？,位于下模座(200),活动部(220),0.33333333333333337,0.0,0.4444444444444445,"['部件识别', '指定页面']",False,unknown
404,根据文件中第8页图片，如果配合部(430)向上移动，首先会接触到哪个部件？,部件(221),活动部(220),0.5,0.0,0.6666666666666666,"['部件识别', '连接关系', '指定页面']",False,unknown
405,根据文件中第8页图片，如果驱动件(300)带动安装台(200)向下移动，配合部(430)与物料(600)接触后，哪个部件的位置会发生改变？,配合部(430),配合部(430)、主体部(420)和检测部(410),0.3529411764705882,0.0,0.47058823529411764,"['位置关系', '部件识别', '连接关系', '指定页面']",False,unknown
406,在文件中第6页提供的图片中，编号为9的部件相对于输送机构(1)的位置是什么？,位于输送机构(1)的上方,位于输送机构的一侧,0.5,0.0,0.6666666666666666,"['位置关系', '部件识别', '指定页面']",False,unknown
407,根据文件中第6页提供的图片，编号12的部件相对于编号6的部件位置是什么？,位于编号6的部件的左侧,位于其左侧,0.3750000000000001,0.0,0.5000000000000001,"['位置关系', '部件识别', '指定页面']",False,unknown
408,根据文件中第6页的示意图，如果切割刀片（7）需要工作，那么在此之前，哪个部件需要先进行动作？,部件(6),限位压板（13）,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
409,在文件中第6页的示意图中，如果铝基碳化硅材料完成切割并掉落，接下来铝基碳化硅材料会掉落在哪个部件中？,部件14,集料箱（14）,0.2727272727272727,0.0,0.36363636363636365,"['部件识别', '指定页面']",False,unknown
410,在文件中第6页的图1中，编号为6的部件（三角定位块）相对于编号为1的部件（底座支架）的位置关系是？,位于底座支架的后方,位于上方,0.34615384615384615,0.0,0.46153846153846156,"['位置关系', '部件识别', '指定页面']",False,unknown
411,根据文件中第6页图1示，如果需要调整水平支架（3）的高度，可以通过调整哪个部件来实现？,调整支撑杆(4),支持杆件（5）,0.2,0.0,0.26666666666666666,"['部件识别', '指定页面']",False,unknown
412,根据文件中第6页图1示，如果需要增强底座支架（1）和防护支架（2）之间的连接稳固性，除了三角定位块（6）外，还可以通过哪个部件进行辅助？,定位杆(5),定位销轴连接（位于底座支架（1）和防护支架（2）之间的夹角处）,0.08108108108108107,0.0,0.1081081081081081,"['位置关系', '部件识别', '连接关系', '指定页面']",False,unknown
413,根据文本信息，该修理柜的柱体外侧壁上安装有什么结构？,拉手,预留槽,0.0,0.0,0.0,['连接关系'],False,unknown
414,根据专利文本，支撑侧板本体的截面设计成什么形状，以便于输送线收纳布置？,C字形,G字形,0.5,0.0,0.6666666666666666,['其他'],False,unknown
415,在文件中第7页提供的支撑侧板截面图中，编号为2的部件是什么？,支撑侧板,第一螺栓连接槽,0.0,0.0,0.0,"['部件识别', '指定页面']",False,unknown
416,在文件中第7页提供的支撑侧板截面图中，哪个编号指向扣接槽？,编号2,5,0.0,0.0,0.0,['指定页面'],False,unknown
417,根据文件中第7页提供的支撑侧板截面图，滚筒安装槽(4)位于哪个部件的上方？,滚筒安装槽(4)位于滚筒安装槽(5)的上方,支撑侧板本体(1),0.1,0.0,0.13333333333333333,"['位置关系', '部件识别', '连接关系', '指定页面']",False,unknown
418,根据文件中第7页提供的支撑侧板截面图，如果需要使用备用螺栓槽（6），通常是因为哪个部件相应位置不便安装螺栓？,支撑侧板(1),第二螺栓孔槽(3),0.1875,0.0,0.25,"['位置关系', '部件识别', '连接关系', '指定页面']",False,unknown
419,该专利旨在解决什么问题？,节约动力源,使旋转式弯管机构能与顶弯式弯管机构的动力部分连接，实现一机多用,0.08333333333333333,0.0,0.1111111111111111,['其他'],False,unknown
420,在旋转弯管机头中，哪个部件用于将直线运动转换为旋转运动？,齿条,齿条,1.0,1.0,1.0,"['部件识别', '功能作用']",False,unknown
421,在文件中第4页的附图中，销钉（编号2）相对于动力机构（编号1）的位置是：,位于动力机构的右侧,连接在动力机构上,0.3529411764705882,0.0,0.47058823529411764,"['位置关系', '指定页面']",False,unknown
422,在文件中第4页的附图中，齿轮(编号4)相对于模具轴（编号6）的位置是：,位于模具轴(6)的左侧,齿轮与模具轴同轴,0.23684210526315788,0.0,0.3157894736842105,"['位置关系', '指定页面']",False,unknown
